customer,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
YD45660,Arizona,F,942096,47048.0,118.0,Personal Auto,SUV,566.4
XN50058,California,M,876762,45484.0,111.0,Corporate Auto,Four-Door Car,532.8
QO61775,California,M,457161,79453.0,115.0,Personal Auto,SUV,242.099049
PZ67684,Arizona,F,1451400,88753.0,181.0,Personal Auto,Luxury SUV,868.8
IK77998,Washington,M,258843,0.0,74.0,Personal Auto,Four-Door Car,851.022089
FL96333,Nevada,M,624308,73945.0,78.0,Personal Auto,Two-Door Car,330.872532
EI58541,Washington,F,271950,14030.0,72.0,Personal Auto,Two-Door Car,345.6
WW68250,Oregon,M,271926,81799.0,68.0,Personal Auto,Four-Door Car,326.4
XT19780,Oregon,F,480377,23634.0,62.0,Personal Auto,Two-Door Car,440.189611
SE44262,California,M,285694,0.0,78.0,Personal Auto,Four-Door Car,374.4
GO86980,Oregon,F,516955,56334.0,65.0,Corporate Auto,Two-Door Car,421.563772
ZB69355,Oregon,F,408270,23206.0,107.0,Personal Auto,Sports Car,513.6
TM12486,Oregon,M,295995,28140.0,85.0,Personal Auto,Four-Door Car,612.0
NB86870,Arizona,F,1646822,0.0,63.0,Personal Auto,Four-Door Car,685.12694
SS12362,California,M,1277906,0.0,88.0,Special Auto,Four-Door Car,633.6
VW58299,California,M,1216874,14973.0,115.0,Personal Auto,SUV,828.0
TG37039,Oregon,F,624066,0.0,87.0,Personal Auto,Four-Door Car,712.40122
RO25639,Nevada,F,544274,25884.0,69.0,Personal Auto,Four-Door Car,292.274846
JK35644,Oregon,M,355179,11607.0,96.0,Corporate Auto,Four-Door Car,313.351134
DK69871,Nevada,M,2413805,53691.0,67.0,Personal Auto,Four-Door Car,175.97506
OU43146,Oregon,M,1541504,89464.0,194.0,Personal Auto,Luxury SUV,1067.291208
KN47424,Oregon,F,551719,60596.0,71.0,Personal Auto,Four-Door Car,180.340069
ZX80668,Nevada,M,1344880,43720.0,117.0,Personal Auto,SUV,561.6
OI80614,California,M,668902,56980.0,84.0,Personal Auto,Two-Door Car,599.000883
JA44693,Oregon,F,722285,0.0,68.0,Personal Auto,Four-Door Car,350.207614
FI61059,Oregon,M,431141,0.0,67.0,Personal Auto,Four-Door Car,482.4
ZF81243,Nevada,F,437636,63774.0,111.0,Personal Auto,Four-Door Car,60.036683
XD19934,Oregon,M,1050693,61650.0,88.0,Personal Auto,Four-Door Car,117.470445
TA77711,Oregon,M,866709,31354.0,109.0,Personal Auto,SUV,527.759702
PS92059,California,F,593851,44190.0,74.0,Corporate Auto,Four-Door Car,10.68564
TT19625,Nevada,F,1527747,38183.0,191.0,Personal Auto,Luxury Car,981.010879
EV95033,Oregon,M,255122,79751.0,63.0,Special Auto,Two-Door Car,392.235698
CS30775,California,M,419106,0.0,64.0,Personal Auto,Two-Door Car,535.953661
CI51999,Arizona,M,816117,12266.0,114.0,Personal Auto,SUV,732.050007
HK96298,California,M,278496,61807.0,70.0,Personal Auto,Four-Door Car,104.209216
UO59377,Arizona,F,1008348,11828.0,90.0,Personal Auto,Four-Door Car,571.479602
OU99581,California,M,1936352,49945.0,70.0,Personal Auto,Four-Door Car,50.40447
SN63066,Nevada,F,715409,28204.0,182.0,Personal Auto,Luxury Car,532.089467
DK92504,Arizona,M,877909,54726.0,219.0,Corporate Auto,Luxury Car,1051.2
DW72437,Oregon,F,273139,43386.0,68.0,Personal Auto,Two-Door Car,315.353519
GE49670,Arizona,M,742907,0.0,101.0,Personal Auto,Four-Door Car,549.692452
TK38409,Nevada,M,261661,72302.0,66.0,Personal Auto,Two-Door Car,316.8
OD89873,Arizona,M,804487,71391.0,67.0,Corporate Auto,Four-Door Car,284.000172
KW41658,Arizona,M,253430,21606.0,71.0,Personal Auto,Four-Door Car,340.8
UZ35113,California,F,1001402,74489.0,124.0,Special Auto,SUV,128.535182
HO81102,Washington,M,474518,50549.0,61.0,Personal Auto,Four-Door Car,292.8
SM42781,Arizona,F,1404096,0.0,195.0,Personal Auto,Luxury SUV,669.037562
TB40283,California,F,1463545,0.0,139.0,Corporate Auto,SUV,667.2
CR76145,California,M,388545,0.0,105.0,Personal Auto,Four-Door Car,504.0
TK45392,California,F,510716,35625.0,65.0,Personal Auto,Four-Door Car,288.572108
JN78502,Washington,F,938465,25370.0,116.0,Special Auto,SUV,556.8
KZ60207,Arizona,M,500767,51523.0,62.0,Personal Auto,Four-Door Car,297.6
BR50492,Arizona,M,4942379,85058.0,137.0,Personal Auto,SUV,595.369784
ES21306,California,M,855892,0.0,125.0,Personal Auto,SUV,615.562164
AT29024,California,F,489262,27005.0,61.0,Corporate Auto,Four-Door Car,311.84034
NP23146,Arizona,F,536593,62808.0,66.0,Special Auto,Two-Door Car,211.515893
SY48471,California,F,516383,88692.0,64.0,Personal Auto,Four-Door Car,253.193647
GJ47397,Oregon,M,3805520,0.0,115.0,Special Auto,SUV,552.0
CE69971,Oregon,F,740344,19064.0,98.0,Personal Auto,Four-Door Car,136.248799
GM54859,Oregon,M,605163,0.0,88.0,Personal Auto,Two-Door Car,633.6
WY27579,Oregon,M,722932,60345.0,93.0,Personal Auto,Two-Door Car,36.105928
ZT87452,Oregon,F,330060,59592.0,84.0,Personal Auto,Four-Door Car,161.231812
JM35350,California,F,550516,15648.0,73.0,Special Auto,Two-Door Car,413.269261
PT40521,California,F,433406,23904.0,123.0,Corporate Auto,SUV,590.4
TN71469,Oregon,F,434910,90893.0,110.0,Personal Auto,SUV,700.004018
GE26813,Arizona,M,488207,0.0,66.0,Personal Auto,Four-Door Car,475.2
LU37653,Oregon,F,1011498,74001.0,84.0,Corporate Auto,Four-Door Car,224.265232
QW40254,Oregon,M,525970,28447.0,67.0,Personal Auto,Four-Door Car,321.6
MH76107,California,M,401394,56586.0,100.0,Personal Auto,Sports Car,121.928014
ZH28728,Oregon,M,628501,0.0,172.0,Personal Auto,SUV,825.6
SF29524,Oregon,M,451878,19186.0,62.0,Personal Auto,Four-Door Car,297.6
WT21922,Arizona,F,1773820,65348.0,110.0,Corporate Auto,Sports Car,134.120531
WZ56476,California,F,626534,0.0,84.0,Personal Auto,Four-Door Car,481.025786
PP62909,Oregon,F,1216864,0.0,109.0,Special Auto,Sports Car,30.989755
XY57950,California,M,361843,0.0,99.0,Special Auto,Four-Door Car,475.2
RA97108,Oregon,F,647482,0.0,91.0,Personal Auto,Four-Door Car,436.8
LT57545,California,F,557519,18892.0,73.0,Personal Auto,Four-Door Car,106.814987
MM97107,Oregon,M,3214464,19066.0,103.0,Personal Auto,Two-Door Car,494.4
PO26937,Oregon,M,822316,95102.0,101.0,Corporate Auto,Four-Door Car,94.338814
GJ99406,Arizona,F,746292,70263.0,93.0,Corporate Auto,Two-Door Car,7.345946
LU86185,California,F,903121,0.0,122.0,Corporate Auto,Sports Car,650.52179
RO82935,Nevada,F,702894,18120.0,63.0,Personal Auto,Two-Door Car,302.4
SC47383,Nevada,F,740688,38169.0,62.0,Corporate Auto,Four-Door Car,71.678412
LV27997,Oregon,M,758211,64801.0,64.0,Personal Auto,Four-Door Car,268.471802
RJ32720,Arizona,F,1071908,86036.0,90.0,Personal Auto,Four-Door Car,501.26513
KR90607,Washington,F,372139,0.0,101.0,Personal Auto,SUV,862.49778
PZ95949,Arizona,M,352804,31278.0,92.0,Personal Auto,Two-Door Car,441.6
GI25850,Arizona,F,1708541,20053.0,62.0,Personal Auto,Four-Door Car,9.832575
QH60569,California,F,1195539,71587.0,99.0,Personal Auto,Two-Door Car,133.103003
II27516,California,M,636622,44368.0,80.0,Personal Auto,Two-Door Car,384.0
QI21338,Oregon,F,466922,76157.0,116.0,Personal Auto,Two-Door Car,556.8
HG83893,Nevada,F,910073,59183.0,113.0,Personal Auto,SUV,542.4
RN66346,California,M,1466319,91015.0,73.0,Personal Auto,Two-Door Car,119.062347
RS53995,California,M,752986,52774.0,66.0,Corporate Auto,Two-Door Car,78.452298
TD90177,Oregon,M,264751,37876.0,69.0,Personal Auto,Four-Door Car,300.056383
FP11025,California,F,807224,57938.0,101.0,Special Auto,SUV,282.458203
SA62385,Oregon,F,764468,26526.0,99.0,Personal Auto,Four-Door Car,523.701824
NL68893,California,M,248510,76608.0,62.0,Personal Auto,Four-Door Car,91.229768
LA31975,Arizona,M,1314449,0.0,194.0,Personal Auto,Luxury SUV,931.2
RM31359,Oregon,F,312911,48056.0,78.0,Corporate Auto,Four-Door Car,374.4
WM19996,California,M,834952,45428.0,109.0,Corporate Auto,SUV,487.273964
SU32452,Arizona,F,324158,89196.0,81.0,Personal Auto,Four-Door Car,41.182611
MZ79386,California,F,692518,88893.0,86.0,Personal Auto,Four-Door Car,72.86746
OY15095,Oregon,M,509885,0.0,97.0,Personal Auto,Two-Door Car,609.046345
UV99893,Arizona,F,288540,92722.0,72.0,Corporate Auto,Two-Door Car,28.126402
LD48189,Nevada,F,597972,57693.0,76.0,Personal Auto,Four-Door Car,547.2
EK13316,Arizona,F,541641,53249.0,67.0,Personal Auto,Four-Door Car,343.340361
FE82005,Oregon,F,234512,26304.0,63.0,Personal Auto,Four-Door Car,302.4
BL44708,California,F,1255695,0.0,70.0,Personal Auto,Two-Door Car,504.0
PQ65328,Oregon,M,283929,71460.0,74.0,Personal Auto,Four-Door Car,93.951709
AA56476,Arizona,F,559538,74454.0,71.0,Corporate Auto,Four-Door Car,340.8
BL66157,California,F,397971,96413.0,99.0,Personal Auto,Four-Door Car,560.045764
SN26999,Oregon,F,1092582,98542.0,90.0,Personal Auto,Two-Door Car,432.0
TS81548,Oregon,F,566997,43416.0,70.0,Personal Auto,Four-Door Car,336.0
DY34902,Oregon,F,516815,81182.0,64.0,Corporate Auto,Four-Door Car,307.2
SX75100,Arizona,M,276047,79065.0,69.0,Corporate Auto,Four-Door Car,290.886242
LZ98529,Arizona,M,1038250,11721.0,102.0,Personal Auto,SUV,560.91624
FM10372,California,F,381640,82414.0,95.0,Personal Auto,Four-Door Car,30.423443
QX54666,California,M,1117249,14533.0,63.0,Personal Auto,Four-Door Car,302.4
FR48094,Arizona,M,245681,0.0,73.0,Personal Auto,Four-Door Car,525.6
FH61723,California,F,748071,52513.0,65.0,Personal Auto,Two-Door Car,91.244938
QY83498,Oregon,F,265970,0.0,87.0,Personal Auto,Four-Door Car,420.041981
GC81619,Oregon,F,462680,79487.0,114.0,Personal Auto,SUV,547.2
BD84823,Oregon,M,1215732,57449.0,103.0,Personal Auto,Four-Door Car,494.4
EU78163,California,F,479250,20181.0,66.0,Personal Auto,Four-Door Car,316.8
FD34314,Arizona,M,282135,73339.0,71.0,Corporate Auto,Four-Door Car,244.401453
HS74723,Arizona,F,1744163,80969.0,217.0,Personal Auto,Luxury SUV,1041.6
LX27768,Oregon,F,420266,74057.0,105.0,Personal Auto,SUV,632.244063
YB91420,Oregon,F,785134,32225.0,66.0,Personal Auto,Four-Door Car,316.8
QA45054,Arizona,F,893231,60909.0,112.0,Personal Auto,SUV,412.106287
CO53758,California,M,505998,70999.0,63.0,Corporate Auto,Four-Door Car,305.603239
CW57656,Oregon,F,1119601,75457.0,93.0,Personal Auto,Four-Door Car,151.572213
MR22119,Oregon,M,443057,24059.0,112.0,Personal Auto,SUV,537.6
DI22093,California,M,1033043,56480.0,87.0,Personal Auto,Four-Door Car,384.695536
PQ35034,Oregon,F,991869,37586.0,63.0,Corporate Auto,Two-Door Car,153.489143
XB30904,Arizona,M,587637,97026.0,73.0,Personal Auto,Two-Door Car,97.417808
VF15321,Washington,M,273443,54010.0,69.0,Personal Auto,Four-Door Car,331.2
LX71137,Arizona,F,369414,87485.0,92.0,Personal Auto,Four-Door Car,441.6
SI35064,Washington,F,952167,74583.0,118.0,Personal Auto,SUV,161.210468
SI26369,Oregon,M,437753,0.0,64.0,Personal Auto,Two-Door Car,460.8
LD69905,Arizona,M,643173,21238.0,95.0,Personal Auto,Four-Door Car,456.0
VY84895,Nevada,F,672270,0.0,93.0,Personal Auto,Four-Door Car,669.6
UA38043,California,F,239703,22283.0,65.0,Personal Auto,Four-Door Car,572.072106
WM46083,Arizona,M,239381,58237.0,63.0,Personal Auto,Two-Door Car,273.691831
GQ57207,California,F,235942,19864.0,63.0,Personal Auto,Four-Door Car,352.394515
CQ80529,Oregon,F,408081,57283.0,106.0,Personal Auto,SUV,337.95778
LN99954,Washington,M,2699968,0.0,104.0,Personal Auto,Four-Door Car,622.88852
UF36353,Oregon,M,1091420,71656.0,137.0,Special Auto,SUV,61.915326
IZ24763,Nevada,F,344586,0.0,94.0,Corporate Auto,Four-Door Car,590.626396
TU27017,California,M,662528,41460.0,83.0,Personal Auto,Four-Door Car,398.4
WS46887,Washington,F,2006740,85165.0,101.0,Personal Auto,Four-Door Car,384.31404
GQ32356,Nevada,F,387177,0.0,111.0,Personal Auto,Four-Door Car,799.2
PZ81131,California,F,417130,36723.0,106.0,Personal Auto,SUV,580.091966
ZW79814,California,M,668902,56980.0,84.0,Personal Auto,Two-Door Car,599.000883
KV79964,Arizona,M,900921,32260.0,113.0,Personal Auto,Four-Door Car,601.124657
WE38399,California,M,497480,75644.0,65.0,Personal Auto,Two-Door Car,467.803638
MI13678,Oregon,M,250619,92056.0,62.0,Personal Auto,Four-Door Car,89.398794
VA63861,California,F,496754,28524.0,62.0,Personal Auto,Four-Door Car,297.6
EH70612,California,M,191811,0.0,61.0,Personal Auto,Two-Door Car,439.2
UO40726,Oregon,F,314603,28089.0,82.0,Personal Auto,Two-Door Car,411.856297
ZY49833,California,F,596317,87020.0,74.0,Personal Auto,Four-Door Car,331.116399
HZ47488,California,M,286074,27907.0,74.0,Personal Auto,Four-Door Car,406.439436
LP51258,Oregon,F,285711,91811.0,70.0,Personal Auto,Four-Door Car,333.7925
VW65573,California,M,763034,0.0,111.0,Special Auto,SUV,799.2
LV82913,Oregon,M,571578,69451.0,72.0,Corporate Auto,Four-Door Car,230.241775
OX53879,Arizona,M,511389,92427.0,64.0,Personal Auto,Four-Door Car,126.049033
QV76563,Arizona,F,507022,0.0,69.0,Personal Auto,Four-Door Car,331.2
CP27565,Oregon,M,1203662,44428.0,104.0,Special Auto,SUV,499.2
LL56632,Oregon,F,867979,55842.0,109.0,Personal Auto,SUV,703.118925
ZG88784,Oregon,M,491145,52796.0,62.0,Corporate Auto,Four-Door Car,297.6
FO78512,California,M,1742987,41775.0,109.0,Personal Auto,Sports Car,104.672657
TX13297,California,F,239621,0.0,66.0,Corporate Auto,Four-Door Car,433.160284
RS20615,California,F,567192,34974.0,71.0,Special Auto,Four-Door Car,315.160937
HP77890,Washington,F,1441337,56457.0,73.0,Personal Auto,Four-Door Car,138.460771
GE45663,Arizona,F,521751,39854.0,66.0,Personal Auto,Two-Door Car,261.930545
UW90223,California,F,236329,27839.0,65.0,Personal Auto,Two-Door Car,312.0
LC58452,California,M,465560,88240.0,117.0,Personal Auto,SUV,561.6
WO25669,Oregon,F,3569217,0.0,102.0,Personal Auto,SUV,1123.212014
NG59515,California,M,1024889,52693.0,129.0,Personal Auto,SUV,619.2
AQ52711,Oregon,F,689750,65337.0,173.0,Personal Auto,SUV,830.4
AU23837,Oregon,F,501037,64014.0,63.0,Corporate Auto,Four-Door Car,295.871784
NG62780,Oregon,F,425028,0.0,61.0,Personal Auto,Four-Door Car,292.8
WW16329,Oregon,F,1020892,35482.0,129.0,Corporate Auto,SUV,619.2
YN46118,Arizona,F,496157,20951.0,65.0,Personal Auto,Four-Door Car,312.0
CW77053,Oregon,F,447681,0.0,62.0,Personal Auto,Four-Door Car,297.6
LX15904,Washington,F,275522,39393.0,70.0,Special Auto,Four-Door Car,405.883346
IN26765,Oregon,M,827190,62912.0,69.0,Personal Auto,Two-Door Car,168.358644
WR55560,California,M,592738,33561.0,152.0,Corporate Auto,Sports Car,235.316581
JQ70222,Washington,F,854830,53055.0,112.0,Personal Auto,SUV,537.6
LU49168,Arizona,M,2128363,0.0,63.0,Personal Auto,Two-Door Car,302.4
EN97874,Oregon,F,644670,55037.0,80.0,Corporate Auto,Four-Door Car,481.823284
IP76282,Oregon,F,448425,0.0,65.0,Personal Auto,Four-Door Car,463.382118
NM18924,Oregon,F,3028668,27587.0,103.0,Corporate Auto,Sports Car,241.141192
NZ98813,California,F,1384016,29658.0,119.0,Personal Auto,SUV,571.2
XJ65608,California,F,539177,63633.0,68.0,Corporate Auto,Two-Door Car,374.024077
HI71466,California,M,384735,23459.0,96.0,Personal Auto,Four-Door Car,185.070399
RO70057,Nevada,M,636926,34498.0,83.0,Personal Auto,Two-Door Car,398.4
LT77960,Arizona,F,531675,28559.0,66.0,Corporate Auto,Four-Door Car,427.242973
FO13691,Oregon,M,512421,73740.0,64.0,Personal Auto,Two-Door Car,229.272206
IP87756,Washington,M,415155,0.0,125.0,Personal Auto,SUV,900.0
YG37894,California,F,259490,25925.0,72.0,Corporate Auto,Two-Door Car,660.587577
SR24177,Nevada,M,576326,31725.0,76.0,Personal Auto,Two-Door Car,177.234
BS91742,Washington,M,1837057,49659.0,234.0,Personal Auto,Luxury Car,1684.8
UJ38473,California,M,2192312,81197.0,109.0,Personal Auto,Sports Car,94.731199
BP54465,Arizona,F,1054665,43922.0,88.0,Personal Auto,Four-Door Car,108.701381
YY12812,Nevada,F,838871,87123.0,69.0,Corporate Auto,Four-Door Car,118.468275
HW61722,Oregon,F,718860,0.0,66.0,Personal Auto,Four-Door Car,278.574142
CE17855,Oregon,F,323892,68745.0,80.0,Personal Auto,Four-Door Car,473.613006
ZX50209,California,F,1096093,29815.0,95.0,Personal Auto,Four-Door Car,76.175672
CZ84042,Oregon,F,266093,53333.0,66.0,Personal Auto,Two-Door Car,22.945038
SQ54906,Oregon,F,200435,0.0,66.0,Personal Auto,Four-Door Car,316.8
QE21030,Washington,M,1548352,24661.0,196.0,Personal Auto,Luxury SUV,1961.162049
WP60679,Oregon,M,894057,95351.0,111.0,Personal Auto,Sports Car,406.48025
BZ47770,Washington,F,508378,62088.0,64.0,Corporate Auto,Two-Door Car,73.258034
TS76653,Nevada,F,903121,0.0,122.0,Personal Auto,Sports Car,650.52179
IJ28717,Oregon,M,3209832,31503.0,105.0,Personal Auto,SUV,504.0
XL78013,Oregon,M,2233243,49078.0,97.0,Corporate Auto,Four-Door Car,484.013411
KN90631,Nevada,F,856016,28120.0,112.0,Personal Auto,SUV,537.6
KU59569,California,F,771462,0.0,106.0,Personal Auto,Sports Car,763.2
IE71278,California,M,293699,44369.0,77.0,Personal Auto,Four-Door Car,362.276183
VY76337,Washington,M,511210,15131.0,67.0,Personal Auto,Four-Door Car,321.6
YC77374,California,F,511990,26890.0,65.0,Personal Auto,Two-Door Car,312.0
FX78218,California,M,249486,45855.0,62.0,Personal Auto,Four-Door Car,0.887629
ZK11389,Oregon,M,2359468,76358.0,66.0,Corporate Auto,Four-Door Car,86.461582
MO82744,California,F,565620,45586.0,72.0,Personal Auto,Four-Door Car,203.42306
GG20671,Nevada,M,1567313,43267.0,78.0,Special Auto,Four-Door Car,453.073096
YC53575,Oregon,M,850945,0.0,82.0,Personal Auto,Four-Door Car,590.4
ES82658,Oregon,M,641824,46648.0,81.0,Personal Auto,Four-Door Car,123.576765
SU44811,Oregon,F,305570,42406.0,77.0,Corporate Auto,Four-Door Car,108.871857
AZ43057,California,M,574605,50798.0,72.0,Personal Auto,Four-Door Car,64.977867
XU56756,Oregon,M,2359468,76358.0,66.0,Personal Auto,Four-Door Car,86.461582
TM24806,Oregon,M,600584,13528.0,86.0,Personal Auto,Four-Door Car,412.8
ZH18791,Oregon,M,502883,0.0,67.0,Personal Auto,Four-Door Car,80.753763
CE10235,California,F,340967,85023.0,85.0,Personal Auto,Four-Door Car,408.0
IQ96928,Oregon,F,434813,0.0,62.0,Corporate Auto,Four-Door Car,675.661163
BM55732,Nevada,F,833719,74460.0,69.0,Corporate Auto,Two-Door Car,331.2
PC76141,Nevada,M,234667,22932.0,62.0,Personal Auto,Four-Door Car,297.6
RV98208,Arizona,F,499103,54189.0,62.0,Personal Auto,Two-Door Car,29.035528
LJ21457,California,M,287950,42247.0,74.0,Personal Auto,Two-Door Car,355.2
MV86976,California,M,348203,0.0,96.0,Personal Auto,Four-Door Car,726.132858
HS13676,California,M,821639,0.0,117.0,Personal Auto,Four-Door Car,983.127481
OX35378,Oregon,M,315545,36706.0,80.0,Personal Auto,Four-Door Car,488.296267
VL95438,Arizona,M,529220,67899.0,66.0,Corporate Auto,Four-Door Car,316.8
YU32377,Oregon,F,655394,0.0,61.0,Corporate Auto,Two-Door Car,365.820487
QW88350,Washington,F,761844,41900.0,63.0,Corporate Auto,Four-Door Car,170.496071
TM61357,Nevada,M,2461078,72786.0,76.0,Personal Auto,Four-Door Car,363.845631
CP99334,Oregon,F,314281,60108.0,78.0,Personal Auto,Four-Door Car,507.060901
AO20938,Arizona,F,3202140,31433.0,100.0,Personal Auto,SUV,635.020091
OY32548,Washington,F,509670,27940.0,65.0,Personal Auto,Two-Door Car,27.66775
XE36531,California,F,488960,51246.0,122.0,Personal Auto,SUV,817.692013
SZ86381,Oregon,M,511257,56587.0,65.0,Personal Auto,Four-Door Car,312.0
YY29772,Arizona,F,272532,45025.0,69.0,Personal Auto,Four-Door Car,452.271771
FG69718,California,F,978085,0.0,132.0,Corporate Auto,SUV,950.4
MI81870,Arizona,F,1504257,22799.0,190.0,Corporate Auto,SUV,912.0
QH27767,Oregon,M,530829,82601.0,66.0,Personal Auto,Four-Door Car,186.387874
IV54766,Oregon,F,1916098,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
AD33653,Oregon,M,332455,0.0,92.0,Personal Auto,Two-Door Car,441.6
HU54636,California,F,379154,41212.0,95.0,Personal Auto,Four-Door Car,405.443681
CD45044,Arizona,F,760003,0.0,70.0,Personal Auto,Four-Door Car,504.0
CB61335,California,F,695010,21687.0,88.0,Personal Auto,Four-Door Car,603.100479
DL53457,California,F,460503,22571.0,63.0,Personal Auto,Four-Door Car,302.4
YG68142,Oregon,F,586438,72032.0,72.0,Personal Auto,Four-Door Car,438.149129
UI24036,Washington,F,1537418,42570.0,128.0,Personal Auto,SUV,587.409205
LD63324,Arizona,M,323057,62873.0,81.0,Corporate Auto,Four-Door Car,207.75186
LB29621,Oregon,F,929454,21370.0,77.0,Corporate Auto,Four-Door Car,105.181202
XB43625,Arizona,F,250487,66081.0,64.0,Personal Auto,Four-Door Car,42.029731
FI65786,Oregon,F,708169,93854.0,87.0,Corporate Auto,Two-Door Car,417.6
ZC61874,Arizona,F,956004,19429.0,122.0,Special Auto,SUV,683.45551
QA66968,California,F,675606,46879.0,86.0,Personal Auto,Four-Door Car,324.944098
YQ98322,Oregon,M,529066,36791.0,68.0,Personal Auto,Four-Door Car,326.4
EN27946,California,M,839113,40211.0,106.0,Personal Auto,Two-Door Car,710.740743
GT18396,Arizona,M,2115123,48642.0,77.0,Personal Auto,Four-Door Car,92.307736
KL43280,California,M,926432,69063.0,115.0,Personal Auto,Two-Door Car,552.0
DB93245,Arizona,F,285360,87455.0,71.0,Corporate Auto,Four-Door Car,329.238904
SN53710,Washington,M,624544,80101.0,79.0,Personal Auto,Four-Door Car,442.9167
IB82793,California,M,212906,0.0,61.0,Corporate Auto,Four-Door Car,292.8
CT74097,Nevada,M,1478961,51817.0,129.0,Personal Auto,SUV,712.833284
HE20556,Arizona,F,532438,31561.0,68.0,Personal Auto,Four-Door Car,326.4
RQ41621,Arizona,F,286272,64640.0,73.0,Personal Auto,Four-Door Car,327.912134
TB88830,California,F,861468,64220.0,107.0,Personal Auto,SUV,48.782626
LV94312,Oregon,M,493150,33580.0,62.0,Corporate Auto,Four-Door Car,315.326222
PT45842,Arizona,M,464202,0.0,64.0,Personal Auto,Two-Door Car,770.254285
CV49750,Arizona,M,2142363,0.0,65.0,Personal Auto,Two-Door Car,312.0
RB63074,Oregon,M,485806,0.0,67.0,Personal Auto,Four-Door Car,482.4
XX73066,Arizona,M,526110,43318.0,66.0,Personal Auto,Four-Door Car,48.936563
VN22337,California,F,327403,83869.0,81.0,Personal Auto,Four-Door Car,348.186032
BA19651,California,M,613438,43875.0,78.0,Corporate Auto,Four-Door Car,289.468771
UX18122,Washington,F,369069,59016.0,92.0,Corporate Auto,Four-Door Car,441.6
HY46017,California,F,277677,70793.0,69.0,Personal Auto,Four-Door Car,62.625841
ZI95657,California,M,1097206,24164.0,137.0,Personal Auto,Sports Car,657.6
MK93363,Washington,F,417766,29133.0,104.0,Personal Auto,Sports Car,499.2
UM26324,Washington,M,583889,81082.0,73.0,Corporate Auto,Four-Door Car,281.295903
ZN18884,California,M,646222,0.0,65.0,Corporate Auto,Four-Door Car,312.0
PN18863,California,M,510950,21277.0,66.0,Corporate Auto,Four-Door Car,316.8
BK76340,California,M,827871,16924.0,226.0,Personal Auto,Luxury SUV,1084.8
QZ83992,California,M,868223,10540.0,115.0,Corporate Auto,SUV,552.0
WE23159,Oregon,M,941590,0.0,133.0,Special Auto,Sports Car,1361.993232
GA86186,Oregon,M,323057,62873.0,81.0,Special Auto,Four-Door Car,207.75186
ZM24497,California,M,1701919,98623.0,211.0,Personal Auto,Luxury SUV,1012.8
EY97047,Oregon,M,264751,37876.0,69.0,Corporate Auto,Four-Door Car,300.056383
NW14895,Arizona,M,1288311,77469.0,109.0,Personal Auto,SUV,757.170246
KS42294,California,F,2093005,30535.0,66.0,Personal Auto,Four-Door Car,94.142294
DQ50258,California,M,481435,0.0,67.0,Personal Auto,Four-Door Car,482.4
XK10881,Oregon,M,483689,39310.0,61.0,Personal Auto,Four-Door Car,93.181865
LC20778,Nevada,F,1874539,27229.0,99.0,Personal Auto,Four-Door Car,475.2
LH87004,Washington,M,1736752,41418.0,112.0,Personal Auto,SUV,537.6
SZ17657,Oregon,F,901292,67840.0,112.0,Personal Auto,SUV,83.240006
RI44399,California,F,587160,0.0,80.0,Corporate Auto,Four-Door Car,871.055266
RF73080,Oregon,M,592672,23091.0,96.0,Personal Auto,Four-Door Car,460.8
QA69109,Arizona,F,545370,69468.0,67.0,Personal Auto,Four-Door Car,302.733593
FK85203,California,M,910686,74143.0,114.0,Personal Auto,SUV,547.2
ET44462,Arizona,M,501313,65165.0,126.0,Personal Auto,SUV,604.8
SK27185,California,F,667205,50537.0,165.0,Personal Auto,SUV,60.005031
JW87443,Oregon,F,652136,72608.0,82.0,Personal Auto,Four-Door Car,393.6
OM37610,Nevada,F,1302422,26312.0,110.0,Personal Auto,Four-Door Car,565.837664
TJ58873,Oregon,M,274880,56900.0,68.0,Personal Auto,Four-Door Car,304.115627
WE97690,Oregon,F,280359,60707.0,70.0,Corporate Auto,Four-Door Car,327.061103
HH99354,Oregon,M,723100,67276.0,61.0,Personal Auto,Two-Door Car,181.804443
UN90060,Oregon,F,832928,30865.0,104.0,Personal Auto,SUV,21.261834
BR76202,California,F,462680,79487.0,114.0,Personal Auto,SUV,547.2
MO48960,California,F,626534,0.0,84.0,Personal Auto,Four-Door Car,481.025786
QG50480,Oregon,M,450416,0.0,62.0,Personal Auto,Two-Door Car,135.851316
RE73564,Oregon,F,1153347,41098.0,96.0,Personal Auto,Two-Door Car,250.058657
EN32990,Arizona,F,534999,89158.0,67.0,Personal Auto,Four-Door Car,272.195232
OO97388,Oregon,F,285568,99612.0,70.0,Personal Auto,Two-Door Car,336.0
JN66901,Nevada,M,660161,0.0,194.0,Corporate Auto,Luxury SUV,2306.508397
UI64573,Oregon,F,347017,94885.0,86.0,Personal Auto,Four-Door Car,170.532133
HJ64867,Arizona,F,589510,78352.0,74.0,Personal Auto,Two-Door Car,152.365482
MT35297,Oregon,F,506593,43460.0,63.0,Personal Auto,Four-Door Car,302.4
VB69838,Oregon,F,4178790,46587.0,119.0,Personal Auto,Four-Door Car,571.2
JR34589,Nevada,F,488228,21236.0,123.0,Personal Auto,SUV,131.262395
